review_id,repo,filename,stratum,local_path,final_label,adjudication_rule,adjudication_basis,adjudication_note
A0001,vicharanashala/ajrasakha,build_and_deploy_reviewer.yml,S2_secret_only,data/raw/vicharanashala__ajrasakha__build_and_deploy_reviewer.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0064,opentofu/registry,bump-versions.yml,S2_secret_only,data/raw/opentofu__registry__bump-versions.yml,UNCLEAR,U1,arbiter:nhi,[U1] src=GITHUB_TOKEN@25 (GH_TOKEN cap job) | path=secrets.GITHUB_TOKEN@25 -> env GH_TOKEN cap job@24-25 -> ke thua sang step Bump Versions@38 -> ./.github/workflows/bump-versions.sh@39 | sink=khong xac dinh duoc | why=noi dung bump-versions.sh khong co trong Dataset A; job trigger-deploy dung GH_TOKEN@65 -> gh workflow run@56 trong chinh repo la sink loai tru muc 2.2 (N3) | basis=arbiter:nhi | rev=v1.0
A0065,delimit-ai/delimit-mcp-server,publish.yml,S1_secret_and_sink,data/raw/delimit-ai__delimit-mcp-server__publish.yml,NO_EXFIL,N4,arbiter:nhi,"[N4] src=NPM_TOKEN@249, GATEWAY_TOKEN@36, GITHUB_TOKEN@334 | path=secrets.NPM_TOKEN@249 -> env NODE_AUTH_TOKEN@249 -> npm publish --access public@251 | sink=npm publish@251 -> registry.npmjs.org@202 (sink loai tru muc 2.2, xac thuc dung chu) | why=NPM_TOKEN xac thuc voi dung npm registry la chu so huu; GATEWAY_TOKEN@36,196 -> with.token cua actions/checkout la sink loai tru; GITHUB_TOKEN@334 -> softprops/action-gh-release trong chinh repo; cac script bash@54,100,106,112,155,159 khong co secret trong env cua step do; curl@152,294 tai binary tu github releases khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0066,BitGo/BitGoJS,audit-api-spec.yaml,S1_secret_and_sink,data/raw/BitGo__BitGoJS__audit-api-spec.yaml,NO_EXFIL,N4,arbiter:nhi,"[N4] src=STATIC_ANALYSIS_BOT_PRIVATE_KEY@242 | path=secrets.STATIC_ANALYSIS_BOT_PRIVATE_KEY@242 -> with.private-key cua actions/create-github-app-token@239 -> outputs.token@251 -> with.token cua BitGo/install-github-release-binary@248 | sink=actions/create-github-app-token@239 -> GitHub App API cua chinh to chuc bitgo@243 | why=private key chi dung de doi lay app token voi GitHub, owner: bitgo va repositories: static-analysis@243-245 la cua chinh to chuc; token dan xuat chi dung de tai binary tu GitHub release cua ho; khong step nao co secret trong env kem lenh mang; curl@172-177 tai vacuum tu github releases khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0067,synthetic-sciences/openscience,catalog.yml,S4_neither,data/raw/synthetic-sciences__openscience__catalog.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0068,SUSE/BCI-dockerfile-generator,cleanup-staging.yml,S2_secret_only,data/raw/SUSE__BCI-dockerfile-generator__cleanup-staging.yml,UNCLEAR,U1,arbiter:nhi,"[U1] src=OSC_PASSWORD@58 | path=secrets.OSC_PASSWORD@58 -> env cua step@56-59 -> poetry run scratch-build-bot --from-stdin cleanup@53 | sink=khong xac dinh duoc | why=scratch-build-bot la entry point Python trong repo, noi dung khong co trong Dataset A; ten bien OSC_PASSWORD/OSC_USER goi y xac thuc voi OBS nhung khong xac nhan duoc tinh | basis=arbiter:nhi | rev=v1.0"
A0069,Abhijeet-ist/Abhijeet-ist,profile-3d.yml,S2_secret_only,data/raw/Abhijeet-ist__Abhijeet-ist__profile-3d.yml,UNCLEAR,U2,arbiter:nhi,"[U2] src=GITHUB_TOKEN@16 | path=secrets.GITHUB_TOKEN@16 -> env cua step@15-17 -> third-party action yoshi389111/github-profile-3d-contrib@0.6.0@14 | sink=khong xac dinh duoc | why=noi dung action yoshi389111/github-profile-3d-contrib khong co trong Dataset A, action pin theo tag khong phai SHA; git push@24 dung credential cua actions/checkout trong chinh repo | basis=arbiter:nhi | rev=v1.0"
A0070,InternationalColorConsortium/iccDEV,ci-issue-1948-segmented-curve-repro.yml,S1_secret_and_sink,data/raw/InternationalColorConsortium__iccDEV__ci-issue-1948-segmented-curve-repro.yml,NO_EXFIL,N3,arbiter:nhi,"[N3] src=GITHUB_TOKEN@63 | path=secrets.GITHUB_TOKEN@63 -> container.credentials.password@61-63 -> pull image ghcr.io/internationalcolorconsortium/iccdev@59 | sink=ghcr.io cua chinh to chuc (sink loai tru muc 2.2) | why=secret duy nhat trong file chi dung de pull container image tu ghcr chinh chu; moi checkout deu persist-credentials: false@81,90,251,260,418,427; cac step con chu dong unset GITHUB_TOKEN@99,227,269,437,454; Invoke-WebRequest@442 tai vcpkg deps tu github releases khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0071,kubeflow/mcp-server,osv-scanner-bump.yaml,S1_secret_and_sink,data/raw/kubeflow__mcp-server__osv-scanner-bump.yaml,UNCLEAR,U2,arbiter:nhi,"[U2] src=WORKFLOW_BUMP_TOKEN@96, GITHUB_TOKEN@96 | path=secrets.WORKFLOW_BUMP_TOKEN || secrets.GITHUB_TOKEN@96 -> with.token cua third-party action peter-evans/create-pull-request@5f6978faf089d4d20b00c7766989d076bb2fc7f1@89 | sink=khong xac dinh duoc | why=noi dung action peter-evans/create-pull-request khong co trong Dataset A; GH_TOKEN@25 -> gh api repos/google/osv-scanner@29 chi doc public API khong gui secret di dau; curl@58,65 tai file tu github releases khong mang secret; python3 .github/scripts/*.py@40,79 khong co secret trong env cua step do | basis=arbiter:nhi | rev=v1.0"
A0072,curie-eng/curie,chart-index.yaml,S1_secret_and_sink,data/raw/curie-eng__curie__chart-index.yaml,NO_EXFIL,N4,arbiter:nhi,"[N4] src=GITHUB_TOKEN@46 (lap lai @69,81,111,156) | path=secrets.GITHUB_TOKEN@156 -> env GH_TOKEN@156 -> base64 -w0@159 -> auth_header -> GIT_CONFIG_VALUE_0 AUTHORIZATION basic@163 va CR_TOKEN@164 -> git push@178 / cr index --push@198 | sink=git push@178 va cr index --push@198 -> https://github.com/${GITHUB_REPOSITORY}.git@177 (chinh repo) | why=GITHUB_TOKEN chi xac thuc voi GitHub cua chinh repo; gh api@49, gh release download@86, gh attestation verify@118 deu --repo $GITHUB_REPOSITORY; python3 release/authorize.py@74 va integrity.py@93 co GH_TOKEN trong env nhung tham so --repo cho thay chi goi GitHub API cua chinh repo; curl@144 tai chart-releaser tu github releases khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0073,IsmaelMartinez/teams-for-linux,flathub-beta-bump.yml,S1_secret_and_sink,data/raw/IsmaelMartinez__teams-for-linux__flathub-beta-bump.yml,NO_EXFIL,N4,arbiter:nhi,"[N4] src=FLATHUB_TOKEN@252, GITHUB_TOKEN@58 | path=secrets.FLATHUB_TOKEN@252 -> env GH_TOKEN@252 -> git push --force origin@296 va gh pr create --repo $PACKAGING_REPO@305-306 | sink=github.com/flathub/com.github.IsmaelMartinez.teams_for_linux@45 (repo dich cua chinh maintainer, sink loai tru muc 2.2) | why=FLATHUB_TOKEN la token GitHub dung de push/mo PR sang repo packaging tren chinh GitHub, xac thuc voi dung chu so huu; GITHUB_TOKEN@58,98 -> gh release list/view/api deu --repo $GITHUB_REPOSITORY; curl@129-130 GET raw.githubusercontent.com khong mang secret; python3 heredoc@156-243 chi doc AMD64_SHA/ARM64_SHA/METAINFO_SHA khong phai secret | basis=arbiter:nhi | rev=v1.0"
A0074,ugurkocde/IntuneBrew,build-app-packages.yml,S1_secret_and_sink,data/raw/ugurkocde__IntuneBrew__build-app-packages.yml,NO_EXFIL,N4,arbiter:nhi,"[N4] src=PAT@1255, AZURE_STORAGE_CONNECTION_STRING@218 | path=secrets.PAT@1255 -> noi suy truc tiep vao URL git push https://${{ secrets.PAT }}@github.com/${{ github.repository }}.git@1255 (lap lai @1357) ; secrets.AZURE_STORAGE_CONNECTION_STRING@218 -> env cua step Process apps@217-218 -> az storage blob upload/list/download@356,577,699,1007,1081 | sink=git push -> github.com/${{ github.repository }}@1255 (chinh repo) ; az storage blob upload@1081 -> Azure Storage cua chinh ho (intunebrew.blob.core.windows.net@1098) | why=PAT xac thuc voi GitHub cua chinh repo; connection string xac thuc voi Azure Storage la chu so huu, container pkg cua chinh ho; curl@470,502,635,750,822,843,851,901,926 chi tai artifact tu vendor URL khong mang secret; python .github/scripts/*.py@98,1309 khong co secret trong env cua step do | basis=arbiter:nhi | rev=v1.0"
A0075,hivecommons/hive,docker.yml,S2_secret_only,data/raw/hivecommons__hive__docker.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0076,Dicklesworthstone/franken_networkx,ci.yml,S3_sink_only,data/raw/Dicklesworthstone__franken_networkx__ci.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0077,nextcloud/health,release-appstore.yml,S1_secret_and_sink,data/raw/nextcloud__health__release-appstore.yml,UNCLEAR,U2,arbiter:nhi,"[U2] src=APPSTORE_TOKEN@158, APP_PRIVATE_KEY@160 | path=secrets.APPSTORE_TOKEN@158 + secrets.APP_PRIVATE_KEY@160 -> with: cua R0Wi/nextcloud-appstore-push-action@155 | sink=khong xac dinh duoc | why=hai secret truyen vao third-party action, noi dung action khong co trong Dataset A; cac duong khac deu dong: APP_PRIVATE_KEY/APP_PUBLIC_CRT@104-105 -> file@118-119 -> occ integrity:sign-app@120 la ky cuc bo (N2), github.token@144 -> gh release upload@150 la sink loai tru muc 2.2 (N3) | basis=arbiter:nhi | rev=v1.0"
A0078,SonarSource/sonar-rust,build.yml,S1_secret_and_sink,data/raw/SonarSource__sonar-rust__build.yml,NO_EXFIL,N1,arbiter:nhi,"[N1] src=- | path=- | sink=- | why=khong co ${{ secrets.* }} nao trong file, khong co secrets: inherit; token lay tu Vault qua SonarSource/vault-action-wrapper@236 roi doc bang fromJSON(steps.secrets.outputs.vault)@243,282,322 - day la step output khong phai GitHub secret; curl@39,274 tai rustup khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0079,castacks/AirStack,docker-build.yml,S2_secret_only,data/raw/castacks__AirStack__docker-build.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0080,opencast/opencast,pr-comment-build-url.yml,S2_secret_only,data/raw/opencast__opencast__pr-comment-build-url.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0081,flatcar/scripts,update-metadata-glsa.yaml,S1_secret_and_sink,data/raw/flatcar__scripts__update-metadata-glsa.yaml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0082,hw-native-sys/PTOAS,watchdog.yml,S2_secret_only,data/raw/hw-native-sys__PTOAS__watchdog.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0083,free2z/zuu,rs.yml,S2_secret_only,data/raw/free2z__zuu__rs.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0084,ipnet-mesh/meshcore-hub,ci.yml,S2_secret_only,data/raw/ipnet-mesh__meshcore-hub__ci.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0085,lauslim12/japanese-duolingo-visualizer,run.yml,S2_secret_only,data/raw/lauslim12__japanese-duolingo-visualizer__run.yml,UNCLEAR,U1,arbiter:nhi,"[U1] src=DUOLINGO_USERNAME@42, DUOLINGO_PASSWORD@43, DUOLINGO_JWT@44 | path=secrets@42-44 -> env cua step Execute Python script@41-44 -> uv run main.py@40 | sink=khong xac dinh duoc | why=noi dung main.py khong co trong Dataset A; script ghi ra data/duolingo-progress.json duoc commit@54 va deploy len GitHub Pages@66, nen phai doc main.py moi biet co secret trong output khong; GIT_AUTHOR_NAME/EMAIL@55-56 -> EndBug/add-and-commit chi la metadata commit | basis=arbiter:nhi | rev=v1.0"
A0086,LukePrior/nbn-upgrade-map,publish-db-image.yml,S1_secret_and_sink,data/raw/LukePrior__nbn-upgrade-map__publish-db-image.yml,UNCLEAR,U2,arbiter:nhi,"[U2] src=DOCKER_USERNAME@71, DOCKER_PASSWORD@72 | path=secrets.DOCKER_USERNAME@71 + secrets.DOCKER_PASSWORD@72 -> with.username/password cua third-party action peter-evans/dockerhub-description@v4@69 | sink=khong xac dinh duoc | why=noi dung action peter-evans/dockerhub-description khong co trong Dataset A, pin theo tag khong phai SHA; duong khac dong: cung credential@34-35 -> docker/login-action@32 la sink loai tru muc 2.2 (N4/N3); curl@40,56 khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0087,11notes/docker-netbird,run.yml,S1_secret_and_sink,data/raw/11notes__docker-netbird__run.yml,UNCLEAR,U2,arbiter:nhi,"[U2] src=REPOSITORY_TOKEN@62 | path=secrets.REPOSITORY_TOKEN@62 -> with.token cua benc-uk/workflow-dispatch@7a027648b88c2413826b6ddd6c76114894dc5ec4@58 | sink=khong xac dinh duoc | why=noi dung action benc-uk/workflow-dispatch khong co trong Dataset A; curl@36,37,39,45 chi GET api.github.com/hub.docker.com/raw.githubusercontent khong mang secret; WORKFLOW_UPDATE_BASE64JSON@41,49 la du lieu version khong phai secret | basis=arbiter:nhi | rev=v1.0"
A0088,emersonfelipesp/netbox-sdk,publish-metadata.yml,S4_neither,data/raw/emersonfelipesp__netbox-sdk__publish-metadata.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0089,papi-ux/polaris,nix.yml,S3_sink_only,data/raw/papi-ux__polaris__nix.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0090,znxftw/rudim,tournament.yml,S3_sink_only,data/raw/znxftw__rudim__tournament.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0091,andy128k/password-storage,ci_linux.yml,S3_sink_only,data/raw/andy128k__password-storage__ci_linux.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0092,cerberauth/vulnapi,scans.yml,S1_secret_and_sink,data/raw/cerberauth__vulnapi__scans.yml,NO_EXFIL,N3,arbiter:nhi,"[N3] src=GITHUB_TOKEN@56 (lap lai @215,267,305,358,406,578,641,706) | path=secrets.GITHUB_TOKEN@56 -> with.password cua docker/login-action@52 | sink=docker/login-action -> ghcr.io (sink loai tru muc 2.2, xac thuc voi dung chu so huu) | why=secret duy nhat trong file la GITHUB_TOKEN, moi lan xuat hien deu chi vao docker/login-action; cac token trong lenh vulnapi@234,281,320,373,420,594 la gia tri test hardcode (abcdef1234, valid-token) va JWT sinh tu container, khong phai secret; moi scan deu tro toi localhost | basis=arbiter:nhi | rev=v1.0"
A0093,EVEDensity/AgentHub,desktop-windows.yml,S1_secret_and_sink,data/raw/EVEDensity__AgentHub__desktop-windows.yml,UNCLEAR,U5,arbiter:nhi,"[U5] src=AGENTHUB_INTEGRATION_ARTIFACT_TOKEN@122, AGENTHUB_INTEGRATION_ARTIFACT_URL@121, MC_TOKEN@116, GW_TOKEN@118, MCP_TOKEN@120 | path=secrets.AGENTHUB_INTEGRATION_ARTIFACT_TOKEN@122 -> env ARTIFACT_TOKEN@122 -> $artifactHeaders Authorization Bearer@149 -> Invoke-WebRequest@150,156,158,161 ; secrets MC/GW/MCP_TOKEN@116,118,120 -> Set-Content ghi ra file token@131-133 -> *_TOKEN_FILE@143-145 -> python scripts/runner_deployment_preflight.py --http-probe@148 | sink=Invoke-WebRequest@150,156,158,161 -> $env:ARTIFACT_URL@155 ; ARTIFACT_URL la secrets@121 nen khong giai duoc tinh | why=cac endpoint MC_URL/GW_URL/MCP_URL/ARTIFACT_URL deu la secret nen khong xac dinh duoc chung co phai ha tang chinh chu hay ben thu ba; token gui o header Authorization la xac thuc nhung khong chot duoc N4 hay E4; ngoai ra ba token duoc ghi ra file@131-133 roi chuyen cho scripts/runner_deployment_preflight.py@148 la script repo khong co trong Dataset A | basis=arbiter:nhi | rev=v1.0"
A0094,datadrivenconstruction/OpenConstructionERP,repo-hygiene.yml,S4_neither,data/raw/datadrivenconstruction__OpenConstructionERP__repo-hygiene.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0095,ubugeeei-prod/ox-content,release-recovery.yml,S3_sink_only,data/raw/ubugeeei-prod__ox-content__release-recovery.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0096,doobidoo/mcp-memory-service,cleanup-images.yml,S1_secret_and_sink,data/raw/doobidoo__mcp-memory-service__cleanup-images.yml,NO_EXFIL,N4,arbiter:nhi,"[N4] src=DOCKER_USERNAME@231, DOCKER_PASSWORD@232 | path=secrets@231-232 -> env cua step@230-232 -> os.environ.get@210-211 -> DockerHubCleaner(username, password)@220 -> self.username/self.password@104-105 -> requests.post json body@111-112 | sink=requests.post@111 -> https://hub.docker.com/v2/users/login/@108 (hardcode, sink loai tru muc 2.2) | why=credential gui trong body de dang nhap dung Docker Hub la chu so huu; api_base hardcode@108 khong phai bien; token tra ve@114 chi dung cho header Authorization toi cung API do@120,136 | basis=arbiter:nhi | rev=v1.0"
A0097,stanford-centaur/smt-switch,ci.yml,S4_neither,data/raw/stanford-centaur__smt-switch__ci.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0098,open-telemetry/opentelemetry.io,auto-update-registry.yml,S2_secret_only,data/raw/open-telemetry__opentelemetry.io__auto-update-registry.yml,UNCLEAR,U1,arbiter:nhi,"[U1] src=OTELBOT_DOCS_PRIVATE_KEY@57, steps.otelbot-token.outputs.token@68 | path=secrets.OTELBOT_DOCS_PRIVATE_KEY@57 -> with.private-key cua actions/create-github-app-token@51 -> steps.otelbot-token.outputs.token@68 -> env GH_TOKEN@68 -> .github/scripts/update-registry-versions.sh@63 | sink=khong xac dinh duoc | why=noi dung update-registry-versions.sh khong co trong Dataset A; script co GH_TOKEN va GITHUB_TOKEN trong env, comment@67 noi no push branch va goi gh nhung khong xac nhan duoc tinh | basis=arbiter:nhi | rev=v1.0"
A0099,stefanko-ch/Nexus-Stack,spin-up.yml,S1_secret_and_sink,data/raw/stefanko-ch__Nexus-Stack__spin-up.yml,UNCLEAR,U1,arbiter:nhi,"[U1] src=CLOUDFLARE_API_TOKEN@118, HCLOUD_TOKEN@121, INFISICAL_TOKEN@124, SSH_PRIVATE_KEY@678, GH_MIRROR_TOKEN@679, R2_SECRET_ACCESS_KEY@707 | path=~20 secrets -> env TF_VAR_* cap job@117-142 -> ke thua moi step -> .github/scripts/log-to-d1.sh@190,919,1013,1336 va sync-deployed-state.sh@1326 va python -m nexus_deploy run-pipeline@781, select-capacity@436 | sink=khong xac dinh duoc | why=noi dung log-to-d1.sh, sync-deployed-state.sh va package nexus_deploy khong co trong Dataset A, tat ca deu chay voi ~20 secret trong env cap job; cac duong doc duoc deu dong: HCLOUD_TOKEN@469,645 -> header Authorization toi api.hetzner.cloud (N4), RESEND_API_KEY@1394 -> header toi api.resend.com (N4), R2 creds@443-444 -> tofu backend (N4) | basis=arbiter:nhi | rev=v1.0"
A0100,managarm/bootstrap-managarm,container.yml,S1_secret_and_sink,data/raw/managarm__bootstrap-managarm__container.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0101,proteanhq/protean,ci.yml,S2_secret_only,data/raw/proteanhq__protean__ci.yml,UNCLEAR,U2,arbiter:nhi,"[U2] src=CODECOV_TOKEN@68 | path=secrets.CODECOV_TOKEN@68 -> with.codecov-token cua composite action ./.github/actions/test-suite@59 | sink=khong xac dinh duoc | why=noi dung .github/actions/test-suite/action.yml khong co trong Dataset A; day la secret duy nhat trong file, cac job mypy/lint/dx-pack/docs-deploy deu khong co secret nao | basis=arbiter:nhi | rev=v1.0"
A0102,openclaw/openclaw-rtt,main-channel-rtt.yml,S2_secret_only,data/raw/openclaw__openclaw-rtt__main-channel-rtt.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0103,Guillain-RDCDE/FLAC_Detective,coreaudio-arm.yml,S4_neither,data/raw/Guillain-RDCDE__FLAC_Detective__coreaudio-arm.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0104,kody-w/rappterbook,auto-outreach.yml,S2_secret_only,data/raw/kody-w__rappterbook__auto-outreach.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0105,intentic/intentic,release.yml,S2_secret_only,data/raw/intentic__intentic__release.yml,UNCLEAR,U1,arbiter:nhi,"[U1] src=DISCORD_RELEASE_WEBHOOK@381, TAURI_SIGNING_PRIVATE_KEY@98, WINDOWS_SIGN_STOREPASS@107, POSTHOG_KEY@110 | path=secrets.DISCORD_RELEASE_WEBHOOK@381 -> env cap job publish@375-395 -> pnpm exec semantic-release@453 -> successCmd trong .releaserc.json -> post-release-discord.mjs ; secrets.TAURI_SIGNING_PRIVATE_KEY@98 + WINDOWS_SIGN_*@103-107 -> env cap job@93-110 -> bash _tools/scripts/desktop/build-desktop.sh@120 | sink=khong xac dinh duoc | why=noi dung post-release-discord.mjs, .releaserc.json, build-desktop.sh, sign-windows.sh, release-plan.mjs@74 deu khong co trong Dataset A; secret dat o env cap job nen moi script ke thua; docker/login-action@432 va GITHUB_TOKEN@436 -> ghcr.io chinh chu la sink loai tru (N3) | basis=arbiter:nhi | rev=v1.0"
A0106,cadet/CADET-Core,ci.yml,S3_sink_only,data/raw/cadet__CADET-Core__ci.yml,NO_EXFIL,N1,arbiter:nhi,"[N1] src=- | path=- | sink=- | why=toan file khong co ${{ secrets.* }} nao, khong co secrets: inherit, khong co GITHUB_TOKEN; Invoke-WebRequest@96,102,104,118 va git clone@205 chi tai dependency cong khai | basis=arbiter:nhi | rev=v1.0"
A0107,pentoo/pentoo-overlay,pkgcheck.yaml,S4_neither,data/raw/pentoo__pentoo-overlay__pkgcheck.yaml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0108,corosolto/client,staging.yml,S1_secret_and_sink,data/raw/corosolto__client__staging.yml,NO_EXFIL,N5,arbiter:nhi,"[N5] src=STAGING_URL@39, STAGING_URL@44 | path=secrets.STAGING_URL@39 -> URL cua curl@39 ; secrets.STAGING_URL@44 -> env BASE_URL@44 -> npx playwright test@45 | sink=curl@39 -> $STAGING_URL (secret la dich den, khong phai du lieu gui di) | why=secret chi dong vai tro dia chi dich va base URL cho test, khong co gia tri secret nao nam trong payload gui di; upload-artifact@48 chi day trace khi test fail | basis=arbiter:nhi | rev=v1.0"
A0109,Layr-Labs/d-inference,release-swift.yml,S1_secret_and_sink,data/raw/Layr-Labs__d-inference__release-swift.yml,UNCLEAR,U5,arbiter:nhi,"[U5] src=RELEASE_KEY@818 (tu DEV_RELEASE_KEY@146 hoac PROD_RELEASE_KEY@147), COORDINATOR_URL@817 | path=secrets.PROD_RELEASE_KEY@147 -> env@147 -> vong lap resolve@161-177 -> echo ""${outkey}=${value}"" >> $GITHUB_ENV@176 -> env.release_key@818 -> $RELEASE_KEY -> header Authorization Bearer@850 -> curl@849 | sink=curl@849 -> ${COORDINATOR_URL}/v1/releases ; COORDINATOR_URL cung la secret@144-145 nen khong giai duoc tinh | why=khong xac dinh duoc coordinator endpoint la ha tang chinh chu hay ben thu ba nen khong chot duoc N4 hay E4; cac duong khac dong: R2 creds@793-794 -> aws s3 cp toi $R2_ENDPOINT cung la secret nhung la S3 upload artifact khong phai secret content; APPLE_ID/APPLE_APP_PASSWORD@631-632 -> xcrun notarytool toi Apple la N4; APPLE_CERTIFICATE_P12@204 -> base64 decode -> file@209 -> security import@215 la N2 | basis=arbiter:nhi | rev=v1.0"
A0110,spring-cloud/spring-functions-catalog,auto-cherry-pick.yml,S2_secret_only,data/raw/spring-cloud__spring-functions-catalog__auto-cherry-pick.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0111,reloop-labs/reloop,be-campaigns.yml,S1_secret_and_sink,data/raw/reloop-labs__reloop__be-campaigns.yml,NO_EXFIL,N4,arbiter:nhi,"[N4] src=COOLIFY_TOKEN@71, DOCKERHUB_TOKEN@41, DOCKERHUB_USERNAME@20 | path=secrets.COOLIFY_TOKEN@71 -> header Authorization Bearer@71 -> curl@70 ; secrets.DOCKERHUB_TOKEN@41 -> with.password cua docker/login-action@37 | sink=curl@70 -> https://coolify.reloop.sh/api/v1/deploy (hardcode, self-hosted cua reloop-labs) ; docker/login-action@37 -> docker.io (sink loai tru muc 2.2) | why=COOLIFY_TOKEN xac thuc voi dung Coolify tu host cua to chuc so huu repo, endpoint hardcode doc duoc; DOCKERHUB_TOKEN vao docker/login-action la sink loai tru; DOCKERHUB_USERNAME@20 chi la ten image khong phai du lieu gui di | basis=arbiter:nhi | rev=v1.0"
A0112,Insajin/autopus-adk,adk-key-rotation-receive.yml,S2_secret_only,data/raw/Insajin__autopus-adk__adk-key-rotation-receive.yml,NO_EXFIL,N-AUTO,agreement,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
