review_id,bucket,final_label,rule,g1_source,g2_path,g3_sink,why,arbiter,guideline_rev
A0121,B6_TARGETED_AUDIT,UNCLEAR,U5,"DATABRICKS_CLIENT_SECRET@35, DATABRICKS_HOST@33",secrets.DATABRICKS_CLIENT_SECRET@35 -> env@35 -> -d client_secret cua curl@40,curl@39 -> ${DATABRICKS_HOST}/oidc/v1/token ; DATABRICKS_HOST la secrets@33 nen khong giai duoc tinh,endpoint la secret nen khong xac dinh duoc co phai Databricks workspace chinh chu hay khong; cung hinh dang voi A0299,nhi,v1.0
A0130,B6_TARGETED_AUDIT,NO_EXFIL,N4,"CF_API_TOKEN@25, VERCEL_TOKEN@35, VERCEL_ORG_ID@36, VERCEL_PROJECT_ID@37","secrets.CF_API_TOKEN@25 -> env cap job@23-25 -> header Authorization Bearer@49 va @52 -> curl@49, curl@52 ; secrets.VERCEL_TOKEN@35 -> env@35 -> --token cua vercel pull/build/deploy@39-41",curl@49 -> https://api.cloudflare.com/client/v4/zones (hardcode) ; curl@52 -> https://api.cloudflare.com/client/v4/zones/$ZONE_ID/purge_cache (hardcode) ; vercel@39-41 -> Vercel API,"CF_API_TOKEN xac thuc voi dung Cloudflare la chu so huu, endpoint hardcode va zone name csbrasil.online@50 la cua chinh ho; VERCEL_TOKEN xac thuc voi dung Vercel; body cua curl@53 chi chua URL tinh khong chua secret",nhi,v1.0
A0137,B4_SPOTCHECK,UNCLEAR,U1,"GH_TOKEN@219, SNAPCRAFT_TOKEN@230, VERDACCIO_TOKEN@180, CSC_LINK_BASE64@664, APPLE_ID_APP_PASSWORD@662","secrets.GH_TOKEN@219 + SNAPCRAFT_STORE_CREDENTIALS@230 + ~8 secret khac -> env cua step Build Agent@217-230 -> yarn build:agent:linux:release:gh:x64@216 (lap lai @448,647,910,1179) ; secrets.VERDACCIO_TOKEN@180 -> composite action ./.github/actions/configure-registry@177",khong xac dinh duoc,noi dung script yarn build:agent:* va cau hinh electron-builder khong co trong Dataset A; composite action .github/actions/configure-registry cung khong co; APPLE_API_KEY_BASE64@639 -> base64 decode -> file /tmp/AuthKey_*.p8@639 -> duong dan truyen vao APPLE_API_KEY@666 cua build script,nhi,v1.0
A0138,B4_SPOTCHECK,NO_EXFIL,N3,"GITHUB_TOKEN@250, GITHUB_TOKEN@1248",secrets.GITHUB_TOKEN@250 -> env GH_TOKEN@250 -> python3 tools/fix-pin-ci/check.py --event $GITHUB_EVENT_PATH --curie ... --ref HEAD@252-255 ; secrets.GITHUB_TOKEN@1248 -> env GH_TOKEN@1248 -> python3 release/preserve_next.py --repo $GITHUB_REPOSITORY@1249,GitHub API cua chinh repo (sink loai tru muc 2.2),"hai script deu nhan tham so --repo/$GITHUB_REPOSITORY va doc Issues/PR API cua chinh repo (comment@25-26 noi ro); moi checkout deu persist-credentials: false; cac slack token@534,2009-2010 la gia tri gia (xapp-ci, xoxb-ci, xapp-example-upgrade) hardcode cho test khong phai secret; moi curl@143,825,847,1963,1997,2133 deu toi localhost hoac public URL khong mang secret",nhi,v1.0
A0144,B4_SPOTCHECK,NO_EXFIL,N2,"android_keystore_base64@265, android_key_properties_base64@266",secrets@265-266 -> env KEYSTORE_BASE64/KEY_PROPERTIES_BASE64@264-266 -> Convert::FromBase64String -> IO.File::WriteAllBytes ra mobile\.keys\*.jks va release.properties@272-273 -> .\mobile\build-apk.ps1@277 ky APK cuc bo,-,"keystore chi giai ma ra file tren runner de ky APK, xoa ngay sau@290; khong lenh mang nao trong cac step co secret; GH_TOKEN@402,510 va github.token@137 chi dung cho download-artifact va tai asset cua chinh repo (N3); upload-artifact@292 chi day APK da ky khong phai keystore",nhi,v1.0
A0148,B4_SPOTCHECK,NO_EXFIL,N3,"GITHUB_TOKEN@805, GITHUB_TOKEN@887","secrets.GITHUB_TOKEN@887 -> env GH_TOKEN@887 -> gh release create/upload/view@1058,1051,1069 va gh api@907,1085",api.github.com cua chinh repo (sink loai tru muc 2.2),moi lenh dung token deu tro toi $GITHUB_REPOSITORY cua chinh repo; cac script python3 .github/scripts/*.py khong co secret trong env tru issue-checklists.py@203 co tham so --repo $GITHUB_REPOSITORY@204; Invoke-WebRequest@1306 tai release asset cong khai,nhi,v1.0
A0152,B4_SPOTCHECK,UNCLEAR,U3,"secrets.s@15 (env a1), secrets.f@16 (env b2), secrets.gu@17, secrets.ge@18","secrets.s@15 -> env a1@15 -> os.environ[""a1""]@23 -> URL cua curl@23 ; secrets.f@16 -> env b2@16 -> ten file -o@23 -> git add@26 -> git commit@27 -> git push@28","curl@23 -> $a1 (gia tri secret, khong giai duoc tinh) ; git push@28 -> remote cua actions/checkout@12","URL dich cua curl chinh la gia tri secret nen khong xac dinh duoc; ten secret bi lam mo (s, f, gu, ge) khong suy luan duoc; curl -o tai noi dung ve roi commit thang vao repo nen khong loai tru duoc kha nang secret content bi ghi vao repo",nhi,v1.0
A0154,B4_SPOTCHECK,UNCLEAR,U2,"CRATES_KEY@245, PYPI_API_TOKEN@246, CLAUDE_CODE_ALT_OAUTH_TOKEN@248, AGENT_PUSH_SSH_KEY@215",secrets.CRATES_KEY@245 + secrets.PYPI_API_TOKEN@246 -> env CARGO_REGISTRY_TOKEN/PYPI_API_TOKEN cua step@244-246 -> anthropics/claude-code-action@v1@243 (lap lai @263-266) ; secrets.CLAUDE_CODE_ALT_OAUTH_TOKEN@248 -> with.claude_code_oauth_token@248,khong xac dinh duoc,"noi dung claude-code-action khong co trong Dataset A va action nay chay LLM agent voi --dangerously-skip-permissions@254 cung WebFetch/WebSearch/Bash trong allowedTools@255, nen dich den do agent quyet dinh tai runtime khong phai tac gia workflow; AGENT_PUSH_SSH_KEY@215 -> file ~/.ssh/agent_push@223 -> git push qua SSH toi git@github.com:$GITHUB_REPOSITORY@228 la N4; GH_TOKEN@287 -> git push toi chinh repo@303 la N3",nhi,v1.0
A0166,B4_SPOTCHECK,NO_EXFIL,N4,"CLOUDFLARE_API_TOKEN@46, CLOUDFLARE_ACCOUNT_ID@47",secrets.CLOUDFLARE_API_TOKEN@46 -> env CLOUDFLARE_API_TOKEN@46 -> bunx wrangler pages deploy@49,"wrangler pages deploy@49 -> Cloudflare Pages, project thinkrail-website@50 (hardcode, cua chinh ho)","token xac thuc voi dung Cloudflare la chu so huu, ten project hardcode; curl@57 chi GET $PAGES_URL hardcode@30 de kiem tra deploy, khong mang secret; noi dung deploy la apps/website/dist da build tu repo",nhi,v1.0
A0168,B4_SPOTCHECK,NO_EXFIL,N3,GITHUB_TOKEN@148,secrets.GITHUB_TOKEN@148 -> env GITHUB_TOKEN@148 -> gh release download@158,"gh release download@158 -> github.com/ImageMagick/ImageMagick (repo cong khai, sink loai tru muc 2.2)","GITHUB_TOKEN chi dung de goi GitHub API tai installer cong khai, khong gui du lieu di; day la secret duy nhat trong file; Invoke-WebRequest@114 tai Ghostscript tu github releases khong mang secret; cac script ./before_install_linux.sh@63 va ./before_install_osx.sh@67 khong co secret trong env cua step do",nhi,v1.0
A0170,B4_SPOTCHECK,UNCLEAR,U2,"OPENCODE_API_KEY@75, OC_REVIEW_APP_PRIVATE_KEY@28, steps.app-token.outputs.token@76-77",secrets.OPENCODE_API_KEY@75 + app token@76-77 -> env cua step Intake issue@74-82 -> opencode run --agent issue-intake@84 ; secrets.OC_REVIEW_APP_PRIVATE_KEY@28 -> with.private-key cua actions/create-github-app-token@25 -> outputs.token@76,khong xac dinh duoc,"opencode la binary tai tu opencode.ai@42, chay LLM agent nen dich den do agent quyet dinh runtime; noi dung binary va cau hinh agent issue-intake khong co trong Dataset A",nhi,v1.0
A0175,B4_SPOTCHECK,UNCLEAR,U2,"OPENCODE_API_KEY@75, OC_REVIEW_APP_PRIVATE_KEY@28, steps.app-token.outputs.token@76-77",secrets.OPENCODE_API_KEY@75 + app token@76-77 -> env cua step Intake issue@74-82 -> opencode run --agent issue-intake@84 ; secrets.OC_REVIEW_APP_PRIVATE_KEY@28 -> with.private-key cua actions/create-github-app-token@25 -> outputs.token@76,khong xac dinh duoc,"opencode la binary tai tu opencode.ai@42, chay LLM agent nen dich den do agent quyet dinh runtime; noi dung binary va cau hinh agent issue-intake khong co trong Dataset A",nhi,v1.0
A0186,B6_TARGETED_AUDIT,NO_EXFIL,N4,"GLM_API_KEY@32, GITHUB_TOKEN@31","secrets.GLM_API_KEY@32 -> env@32 -> header Authorization Bearer@136 -> curl@135 ; secrets.GITHUB_TOKEN@31 -> env@31 -> header Authorization Bearer@174,181,187 -> curl@173,180,186","curl@135 -> $GLM_API_URL@33 (vars.GLM_API_URL hoac mac dinh hardcode https://api.z.ai/api/coding/paas/v4/chat/completions) ; curl@173,180,186 -> $GITHUB_API_URL/repos/$REPO cua chinh repo","GLM_API_KEY xac thuc voi dung nha cung cap API so huu no, endpoint co gia tri mac dinh hardcode doc duoc va vars khong phai secret; GITHUB_TOKEN chi thao tac comment tren chinh repo; payload@124 va @171 chi chua diff va noi dung review khong chua secret",nhi,v1.0
A0194,B4_SPOTCHECK,UNCLEAR,U1,GITHUB_TOKEN@24,secrets.GITHUB_TOKEN@24 -> env GITHUB_TOKEN@24 -> python3 doc tu curl@22 (build_db.py tai tu raw.githubusercontent.com/theypsilon/Downloader_DB-Template_MiSTer/main/.github/build_db.py),khong xac dinh duoc,"script build_db.py khong nam trong repo nay va khong co trong Dataset A, duoc tai ve va chay thang qua pipe khong pin commit",nhi,v1.0
A0203,B4_SPOTCHECK,NO_EXFIL,N3,"GITHUB_TOKEN@392, GITHUB_TOKEN@519","secrets.GITHUB_TOKEN@392 -> env GH_TOKEN@392 -> gh issue create/comment/edit/list@452,513,464,420 ; secrets.GITHUB_TOKEN@519 -> gh issue comment/close@546,547","api.github.com, GH_REPO=$GITHUB_REPOSITORY@393,520 (sink loai tru muc 2.2)","token chi thao tac issue tren chinh repo; moi curl@102,104,186 chi GET endpoint hardcode (checkip.amazonaws.com, api.ipify.org, cac URL trong TARGETS@136-146) va khong mang secret; noi dung report@303-337 chi gom HTTP code, thoi gian, egress IP, khong chua secret",nhi,v1.0
A0218,B6_TARGETED_AUDIT,NO_EXFIL,N4,"APP_PASSWORD_MINT_SECRET@83, PLYR_TEST_APP_PASSWORD_1@84, PLYR_TEST_APP_PASSWORD_2@85, PLYR_TEST_APP_PASSWORD_3@86",secrets.APP_PASSWORD_MINT_SECRET@83 -> env MINT_SECRET@83 -> header x-admin-token@93 -> curl@91 ; token tra ve -> $GITHUB_ENV@97 -> header Authorization Bearer@124 -> curl@123,"curl@91 va curl@123 -> $API@82,118 = https://api-stg.plyr.fm (hardcode, dich vu cua chinh repo zzstoatzz/plyr.fm)","cac secret chi xac thuc voi dung API staging cua chinh to chuc so huu repo, endpoint hardcode doc duoc; token dan xuat di qua GITHUB_ENV@97 nhung van chi quay lai cung API do de thu hoi@123",nhi,v1.0
A0219,B4_SPOTCHECK,NO_EXFIL,N3,"GITHUB_TOKEN@392, GITHUB_TOKEN@519","secrets.GITHUB_TOKEN@392 -> env GH_TOKEN@392 -> gh issue create/comment/edit/list@452,513,464,420 ; secrets.GITHUB_TOKEN@519 -> gh issue comment/close@546,547","api.github.com, GH_REPO=$GITHUB_REPOSITORY@393,520 (sink loai tru muc 2.2)","token chi thao tac issue tren chinh repo; moi curl@102,104,186 chi GET endpoint hardcode (checkip.amazonaws.com, api.ipify.org, cac URL trong TARGETS@136-146) va khong mang secret; noi dung report@303-337 chi gom HTTP code, thoi gian, egress IP, khong chua secret",nhi,v1.0
A0225,B4_SPOTCHECK,NO_EXFIL,N4,"CLOUDFLARE_API_TOKEN@71, CLOUDFLARE_ACCOUNT_ID@72",secrets.CLOUDFLARE_API_TOKEN@71 -> with.apiToken cua cloudflare/wrangler-action@v3@69 -> lenh pages deploy@73-77,"Cloudflare Pages, project $CF_PROJECT@75 (sink loai tru muc 2.2, xac thuc dung chu so huu)",token xac thuc voi dung Cloudflare la chu so huu; action la cua chinh Cloudflare va lenh chay duoc khai bao tuong minh trong with.command@73-77 nen doc duoc dich den; curl@44 tai doxygen tu github releases khong mang secret; docs/build.sh@51 khong co secret trong env cua step do,nhi,v1.0
A0227,B6_TARGETED_AUDIT,NO_EXFIL,N4,"COOLIFY_TOKEN@71, DOCKERHUB_TOKEN@41, DOCKERHUB_USERNAME@20",secrets.COOLIFY_TOKEN@71 -> header Authorization Bearer@71 -> curl@70 ; secrets.DOCKERHUB_TOKEN@41 -> with.password cua docker/login-action@37,"curl@70 -> https://coolify.reloop.sh/api/v1/deploy (hardcode, self-hosted cua reloop-labs) ; docker/login-action@37 -> docker.io (sink loai tru muc 2.2)","COOLIFY_TOKEN xac thuc voi dung Coolify tu host cua to chuc so huu repo, endpoint hardcode doc duoc; DOCKERHUB_TOKEN vao docker/login-action la sink loai tru; DOCKERHUB_USERNAME@20 chi dung dat ten image",nhi,v1.0
A0228,B6_TARGETED_AUDIT,NO_EXFIL,N4,CRON_SECRET@39,secrets.CRON_SECRET@39 -> env CRON_SECRET@39 -> header Authorization Bearer@42 -> curl@41,"curl@41 -> ${{ vars.BACKEND_URL || 'https://dispatchseo.com' }}/api/cron/jobs@43 (mac dinh hardcode, dich vu cua chinh repo NeoZi12/dispatchseo)",CRON_SECRET xac thuc voi dung backend cua chinh to chuc so huu repo; endpoint co gia tri mac dinh hardcode doc duoc va vars.BACKEND_URL khong phai secret; khong co payload nao mang gia tri secret,nhi,v1.0
A0230,B4_SPOTCHECK,UNCLEAR,U2,"SLACK_CIFEEDBACK_BOT_TOKEN@236, CI_SLACK_CHANNEL@228",secrets.SLACK_CIFEEDBACK_BOT_TOKEN@236 -> with.slack_token cua huggingface/hf-workflows/.github/actions/post-slack@a88e7fa...@231,khong xac dinh duoc,"noi dung composite action post-slack o repo khac khong co trong Dataset A; cac duong khac deu dong: DOCKERHUB creds@173-174,201-202,299-300 -> docker/login-action (N3) va -d body cua curl@309 toi hub.docker.com/v2/users/login/@310 hardcode la N4, LEROBOT_HF_USER@94,196 -> hf auth login@130,211 toi HuggingFace chu so huu (N4), UPDATE_LOCK_TOKEN@248 -> git remote URL@266 va gh pr create@276 tren chinh repo (N3/N4)",nhi,v1.0
A0256,B6_TARGETED_AUDIT,NO_EXFIL,N4,"GITEE_TOKEN@342, GITEE_USERNAME@335, GITHUB_TOKEN@52","secrets.GITEE_TOKEN@342 -> env@342 -> jq --arg token@349 -> truong access_token trong JSON@353 -> --data cua curl@355 ; secrets.GITEE_TOKEN@335 -> URL cua git remote add@335 -> git push@336,337","curl@355 -> https://gitee.com/api/v5/repos/adnaan/adnify/releases@356 (hardcode, repo cua chinh tac gia) ; git push@336,337 -> gitee.com/adnaan/adnify.git","GITEE_TOKEN xac thuc voi dung Gitee la chu so huu token, URL hardcode va repo dich adnaan/adnify la mirror cua chinh tac gia; GITHUB_TOKEN chi thao tac tren chinh repo",nhi,v1.0
A0258,B4_SPOTCHECK,UNCLEAR,U2,"DATAFORSEO_LOGIN@389, DATAFORSEO_PASSWORD@390, SEO_MCP_API_KEY@435, CLAUDE_CODE_OAUTH_TOKEN@492, OPENAI_API_KEY@542, CURSOR_API_KEY@602",secrets.DATAFORSEO_LOGIN/PASSWORD@389-390 -> env -> python3 ghi vao codex-home/config.toml@407-416 -> openai/codex-action@v1@540 doc file do ; secrets tuong tu@436-437 -> python3 ghi vao .cursor/mcp.json@456-468 -> cursor-agent@619 ; toan bo secret@507-512 -> env cua anthropics/claude-code-action@v1@485,khong xac dinh duoc,"credential duoc render vao file cau hinh MCP roi giao cho ba coding agent (Claude/Codex/Cursor) chay voi bypassPermissions@504 va --force@620; dich den do agent quyet dinh runtime, khong phai tac gia workflow; SEO_MCP_API_KEY@80,146,229,690,849 -> header Authorization toi dispatchseo.com hardcode la N4",nhi,v1.0
A0264,B4_SPOTCHECK,NO_EXFIL,N4,"NPM_TOKEN@866-867, GITHUB_TOKEN@865",secrets.NPM_TOKEN@866 -> env NPM_TOKEN/NODE_AUTH_TOKEN@866-867 -> changesets/action@v1@861 -> publish: pnpm changeset:publish@863,"npm registry (registry-url: https://registry.npmjs.org@519), sink loai tru muc 2.2","NPM_TOKEN xac thuc voi dung npm la chu so huu, registry-url hardcode@519 va lenh publish khai bao tuong minh trong with.publish@863; GITHUB_TOKEN@464,865,1148 -> gh api runs@481 va changesets/action tao PR tren chinh repo (N3); curl@386,918 chi GET registry.npmjs.org de kiem tra version, khong mang secret",nhi,v1.0
A0272,B6_TARGETED_AUDIT,NO_EXFIL,N4,SPARQL_CONFORMANCE_TOKEN@21,secrets.SPARQL_CONFORMANCE_TOKEN@21 -> env API_KEY@21 -> header x-api-key@79 -> curl@78,curl@78 -> $SERVER_URL/upload@84 ; SERVER_URL@20 = https://qlever.dev/sparql-conformance-uploader (hardcode),"token xac thuc voi dung conformance server cua chinh to chuc ad-freiburg so huu repo, endpoint hardcode doc duoc trong env@20; noi dung upload la ket qua test khong chua secret",nhi,v1.0
A0277,B3_UNCLEAR,UNCLEAR,U1,"TELEGRAM_BOT_TOKEN@50, TELEGRAM_CHAT_ID@51, TOMCAT1235@52",secrets@50-52 -> env TG_BOT_TOKEN/TG_USER_ID/TOMCAT1235@49-52 -> python s5/generate_proxy_list.py@55,khong xac dinh duoc,"noi dung s5/generate_proxy_list.py khong co trong Dataset A; ten bien cho thay script gui ket qua qua Telegram Bot API nhung khong xac nhan duoc; curl@33,35 chi kiem tra IP thoat khong mang secret",nhi,v1.0
A0284,B3_UNCLEAR,UNCLEAR,U1,STDLIB_BOT_PAT_REPO_WRITE@84,secrets.STDLIB_BOT_PAT_REPO_WRITE@84 -> env GITHUB_TOKEN@84 -> . $GITHUB_WORKSPACE/.github/workflows/scripts/check_contributing_guidelines_acceptance/run@87,khong xac dinh duoc,noi dung script .github/workflows/scripts/check_contributing_guidelines_acceptance/run khong co trong Dataset A vi chi la file trong repo khong phai workflow YAML; sparse-checkout@76-77 chi lay thu muc scripts,nhi,v1.0
A0285,B2_DISAGREE,UNCLEAR,U1,"AWS_SECRET_ACCESS_KEY@27, CLERK_PRIVATE_SSH_KEY@28, BACKUP_PASSPHRASE@31","secrets@27,28,31 -> env cua step@25-31 -> ./infra/backup.sh@23",khong xac dinh duoc,"noi dung infra/backup.sh khong co trong Dataset A; curl@40-42 gui toi $SLACK_WEBHOOK_URL nhung secret o day la dia chi dich (N5), body@43-71 chi co text tinh va GITHUB_REPOSITORY/RUN_URL khong chua secret; TRANSCRYPT_PASSWORD@20 vao tham so -p cua binary cuc bo, khong phai sink mang",nhi,v1.0
A0290,B6_TARGETED_AUDIT,UNCLEAR,U1,"GET_IPGEO@78, VMESS_URL@56, VLESS_URL@57",secrets.GET_IPGEO@78 -> env cua step@77-78 -> python python/sorter.py@79,khong xac dinh duoc,noi dung python/sorter.py khong co trong Dataset A; VMESS_URL/VLESS_URL@56-57 chi la dia chi dich cua curl@60-61 (N5),nhi,v1.0
A0291,B6_TARGETED_AUDIT,UNCLEAR,U3,MODEL_REGISTRY_PUBLISHING_KEY@157,secrets.MODEL_REGISTRY_PUBLISHING_KEY@157 -> env@157 -> header Authorization Bearer@161,curl@160 -> ${COORDINATOR_URL%/}/v1/admin/models/register ; COORDINATOR_URL = inputs.coordinator_url@156 la gia tri runtime,dich den lay tu workflow input nen khong giai duoc tinh,nhi,v1.0
A0296,B4_SPOTCHECK,NO_EXFIL,N3,GITHUB_TOKEN@106,secrets.GITHUB_TOKEN@106 -> with.password cua docker/login-action@102,"ghcr.io@104, image ghcr.io/xberg-io/liter-llm@160-161 (sink loai tru muc 2.2)","secret duy nhat trong file chi dung dang nhap GHCR cua chinh to chuc; curl@126,135 chi GET localhost:4000/health khong mang secret; xberg-io/actions/check-docker-image-size@177 chi nhan ten image lam tham so, khong co secret",nhi,v1.0
A0299,B1_EXFIL_CLAIM,UNCLEAR,U5,"LIGHTFRIEND_URL@25, NOTIFY_SERVER_TOKEN@28",secrets.LIGHTFRIEND_URL@25 -> env SITE_URL@25 -> $SITE_URL@32 -> BODY@116 -> send_alert arg2@118 -> local body@38 -> jq --arg body@53 -> JSON payload@55 -> --data cua curl@50,curl@46 -> ${NOTIFY_SERVER_URL%/}/alert ; NOTIFY_SERVER_URL la secrets@27 nen khong giai duoc tinh,gia tri secret LIGHTFRIEND_URL nam trong body gui di nen du G1+G2; khong xac dinh duoc endpoint NOTIFY_SERVER_URL la ha tang chinh chu hay ben thu ba nen khong chot duoc E4 hay N4; MAINTENANCE_SECRET@26 -> header@76 chi xac thuc voi SITE_URL cua ho (N4); NOTIFY_SERVER_TOKEN@28 o header Authorization@47 la xac thuc khong phai du lieu,nhi,v1.0
