review_id,repo,filename,stratum,secret_names,sink_families,embedded_languages,local_path,snippet_file,annotator1_label,annotator1_source,annotator1_sink,annotator1_note,annotator2_label,annotator2_source,annotator2_sink,annotator2_note,final_label,adjudication_note
A0048,irislib/iris-client,e2e-tests.yml,S4_neither,,,bash|javascript,data/raw/irislib__iris-client__e2e-tests.yml,data/review_snippets/A0048.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0049,keggin-CHN/Magic-Mirror,build-web.yaml,S1_secret_and_sink,,http_cli,bash|python,data/raw/keggin-CHN__Magic-Mirror__build-web.yaml,data/review_snippets/A0049.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0050,nextcloud/health,lint-php.yml,S2_secret_only,GITHUB_TOKEN,,bash,data/raw/nextcloud__health__lint-php.yml,data/review_snippets/A0050.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0051,rustledger/rustledger,bench-pr.yml,S1_secret_and_sink,GITHUB_TOKEN,http_cli,bash|javascript|python,data/raw/rustledger__rustledger__bench-pr.yml,data/review_snippets/A0051.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0052,Positronic-Robotics/positronic,announce-merged-pr.yaml,S1_secret_and_sink,DISCORD_WEBHOOK_URL,http_cli,bash|javascript,data/raw/Positronic-Robotics__positronic__announce-merged-pr.yaml,data/review_snippets/A0052.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0053,stajichlab/Phyling,build_fasttree.yml,S3_sink_only,,http_cli,bash,data/raw/stajichlab__Phyling__build_fasttree.yml,data/review_snippets/A0053.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0054,CortexLM/cortex,images.yml,S1_secret_and_sink,GITHUB_TOKEN,http_cli,bash|python,data/raw/CortexLM__cortex__images.yml,data/review_snippets/A0054.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0055,dfrostar/neuralmind,sync-wiki.yml,S1_secret_and_sink,GITHUB_TOKEN,transfer,bash,data/raw/dfrostar__neuralmind__sync-wiki.yml,data/review_snippets/A0055.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0056,openclaw/openclaw,authorized-beta-focused-validation.yml,S4_neither,,,bash|javascript,data/raw/openclaw__openclaw__authorized-beta-focused-validation.yml,data/review_snippets/A0056.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0057,juergen2025sys/NETSHIELD,sniffcat_fetch.yml,S1_secret_and_sink,SNIFFCAT_TOKEN|SNIFFCAT_TOKEN_2|SNIFFCAT_TOKEN_3|SNIFFCAT_TOKEN_4,node|python,python,data/raw/juergen2025sys__NETSHIELD__sniffcat_fetch.yml,data/review_snippets/A0057.txt,UNCLEAR,,,(khong ghi ly do),UNCLEAR,,,(khong ghi ly do),NO_EXFIL,"[N4] src=SNIFFCAT_TOKEN@51 (va _2/_3/_4@52-54) | path=secrets.SNIFFCAT_TOKEN@51 -> env@51 -> os.environ.get@137 -> AUTH_HEADERS X-Secret-Token@136-141 -> headers cua fetch@146 -> safe_urlopen@95 | sink=safe_urlopen@95 -> https://api.sniffcat.com/api/v1/blacklist@132 (dich co dinh, hardcode) | why=token gui trong header X-Secret-Token de xac thuc voi dung api.sniffcat.com la chu so huu; URL hardcode@131-134 khong phai bien; du lieu ghi ra sniffcat_ips.txt@187 la danh sach IP tra ve tu API, khong chua secret; upload-artifact@201 chi day file do | basis=arbiter:nhi | rev=v1.0"
A0058,teaconmc/Longjing,mod-team-anvilcraft-pigsplus.yaml,S2_secret_only,BILUOCHUN_TOKEN|GITHUB_TOKEN|S3_ACCESS_KEY|S3_ENDPOINT|S3_SECRET_KEY,,bash,data/raw/teaconmc__Longjing__mod-team-anvilcraft-pigsplus.yaml,data/review_snippets/A0058.txt,UNCLEAR,,,(khong ghi ly do),UNCLEAR,,,(khong ghi ly do),UNCLEAR,"[U1] src=BILUOCHUN_TOKEN@98, S3_ACCESS_KEY@114, S3_SECRET_KEY@115, S3_ENDPOINT@113 | path=secrets.BILUOCHUN_TOKEN@98 -> env@98 -> ./pre-server-test.sh@99 ; secrets@112-115 -> env@112-115 -> ./publish.sh@124 ; BILUOCHUN_TOKEN@130 -> ./failure-callback.sh@138 | sink=khong xac dinh duoc | why=noi dung build/pre-server-test.sh, publish.sh, failure-callback.sh khong co trong Dataset A; GITHUB_TOKEN@80 -> ./build.sh@82 cung nam trong script repo | basis=arbiter:nhi | rev=v1.0"
A0059,lelloman/rns-rs,esp32-release.yml,S3_sink_only,,http_cli,bash,data/raw/lelloman__rns-rs__esp32-release.yml,data/review_snippets/A0059.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0060,pikax/verter,integration-test.yml,S4_neither,,,bash|javascript,data/raw/pikax__verter__integration-test.yml,data/review_snippets/A0060.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0061,oneclickvirt/lxc_amd64_images,openeuler_x86_64.yml,S1_secret_and_sink,GITHUB_TOKEN,http_cli,bash,data/raw/oneclickvirt__lxc_amd64_images__openeuler_x86_64.yml,data/review_snippets/A0061.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0062,epics-base/pvxs,ci-scripts-build.yml,S3_sink_only,,http_cli,bash|python,data/raw/epics-base__pvxs__ci-scripts-build.yml,data/review_snippets/A0062.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0063,yafeisun/v2raynode,collect_free_nodes.yml,S1_secret_and_sink,GITHUB_TOKEN|GIT_EMAIL|GIT_NAME,http_cli,bash|python,data/raw/yafeisun__v2raynode__collect_free_nodes.yml,data/review_snippets/A0063.txt,UNCLEAR,,,(khong ghi ly do),UNCLEAR,,,(khong ghi ly do),UNCLEAR,"[U1] src=GITHUB_TOKEN@24 (GH_TOKEN cap job), GIT_EMAIL@121, GIT_NAME@122 | path=secrets.GITHUB_TOKEN@24 -> env GH_TOKEN cap job@22-24 -> ke thua sang step Run node collector@116 -> python3 src/main.py --update-github@131 | sink=khong xac dinh duoc | why=GH_TOKEN dat o env cap job nen step chay src/main.py ke thua duoc; noi dung src/main.py khong co trong Dataset A va co tham so --update-github goi y no dung token; ALL_PROXY/http_proxy@119,123-124 tro toi SOCKS5 cuc bo 127.0.0.1:40000 khong phai dich ngoai; GITHUB_TOKEN@30 -> actions/checkout va gh workflow run@203 trong chinh repo la sink loai tru (N3); GIT_EMAIL/GIT_NAME@174-175 chi vao git config cuc bo (N2) | basis=arbiter:nhi | rev=v1.0"
A0064,opentofu/registry,bump-versions.yml,S2_secret_only,GITHUB_TOKEN,,bash,data/raw/opentofu__registry__bump-versions.yml,data/review_snippets/A0064.txt,UNCLEAR,,,(khong ghi ly do),UNCLEAR,,,(khong ghi ly do),UNCLEAR,[U1] src=GITHUB_TOKEN@25 (GH_TOKEN cap job) | path=secrets.GITHUB_TOKEN@25 -> env GH_TOKEN cap job@24-25 -> ke thua sang step Bump Versions@38 -> ./.github/workflows/bump-versions.sh@39 | sink=khong xac dinh duoc | why=noi dung bump-versions.sh khong co trong Dataset A; job trigger-deploy dung GH_TOKEN@65 -> gh workflow run@56 trong chinh repo la sink loai tru muc 2.2 (N3) | basis=arbiter:nhi | rev=v1.0
A0065,delimit-ai/delimit-mcp-server,publish.yml,S1_secret_and_sink,GATEWAY_TOKEN|GITHUB_TOKEN|NPM_TOKEN,http_cli,bash|python,data/raw/delimit-ai__delimit-mcp-server__publish.yml,data/review_snippets/A0065.txt,UNCLEAR,,,(khong ghi ly do),UNCLEAR,,,(khong ghi ly do),NO_EXFIL,"[N4] src=NPM_TOKEN@249, GATEWAY_TOKEN@36, GITHUB_TOKEN@334 | path=secrets.NPM_TOKEN@249 -> env NODE_AUTH_TOKEN@249 -> npm publish --access public@251 | sink=npm publish@251 -> registry.npmjs.org@202 (sink loai tru muc 2.2, xac thuc dung chu) | why=NPM_TOKEN xac thuc voi dung npm registry la chu so huu; GATEWAY_TOKEN@36,196 -> with.token cua actions/checkout la sink loai tru; GITHUB_TOKEN@334 -> softprops/action-gh-release trong chinh repo; cac script bash@54,100,106,112,155,159 khong co secret trong env cua step do; curl@152,294 tai binary tu github releases khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0066,BitGo/BitGoJS,audit-api-spec.yaml,S1_secret_and_sink,STATIC_ANALYSIS_BOT_PRIVATE_KEY,http_cli,bash,data/raw/BitGo__BitGoJS__audit-api-spec.yaml,data/review_snippets/A0066.txt,UNCLEAR,,,(khong ghi ly do),UNCLEAR,,,(khong ghi ly do),NO_EXFIL,"[N4] src=STATIC_ANALYSIS_BOT_PRIVATE_KEY@242 | path=secrets.STATIC_ANALYSIS_BOT_PRIVATE_KEY@242 -> with.private-key cua actions/create-github-app-token@239 -> outputs.token@251 -> with.token cua BitGo/install-github-release-binary@248 | sink=actions/create-github-app-token@239 -> GitHub App API cua chinh to chuc bitgo@243 | why=private key chi dung de doi lay app token voi GitHub, owner: bitgo va repositories: static-analysis@243-245 la cua chinh to chuc; token dan xuat chi dung de tai binary tu GitHub release cua ho; khong step nao co secret trong env kem lenh mang; curl@172-177 tai vacuum tu github releases khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0067,synthetic-sciences/openscience,catalog.yml,S4_neither,,,bash,data/raw/synthetic-sciences__openscience__catalog.yml,data/review_snippets/A0067.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0068,SUSE/BCI-dockerfile-generator,cleanup-staging.yml,S2_secret_only,OSC_PASSWORD,,bash,data/raw/SUSE__BCI-dockerfile-generator__cleanup-staging.yml,data/review_snippets/A0068.txt,UNCLEAR,,,(khong ghi ly do),UNCLEAR,,,(khong ghi ly do),UNCLEAR,"[U1] src=OSC_PASSWORD@58 | path=secrets.OSC_PASSWORD@58 -> env cua step@56-59 -> poetry run scratch-build-bot --from-stdin cleanup@53 | sink=khong xac dinh duoc | why=scratch-build-bot la entry point Python trong repo, noi dung khong co trong Dataset A; ten bien OSC_PASSWORD/OSC_USER goi y xac thuc voi OBS nhung khong xac nhan duoc tinh | basis=arbiter:nhi | rev=v1.0"
A0069,Abhijeet-ist/Abhijeet-ist,profile-3d.yml,S2_secret_only,GITHUB_TOKEN,,bash,data/raw/Abhijeet-ist__Abhijeet-ist__profile-3d.yml,data/review_snippets/A0069.txt,UNCLEAR,,,(khong ghi ly do),UNCLEAR,,,(khong ghi ly do),UNCLEAR,"[U2] src=GITHUB_TOKEN@16 | path=secrets.GITHUB_TOKEN@16 -> env cua step@15-17 -> third-party action yoshi389111/github-profile-3d-contrib@0.6.0@14 | sink=khong xac dinh duoc | why=noi dung action yoshi389111/github-profile-3d-contrib khong co trong Dataset A, action pin theo tag khong phai SHA; git push@24 dung credential cua actions/checkout trong chinh repo | basis=arbiter:nhi | rev=v1.0"
A0070,InternationalColorConsortium/iccDEV,ci-issue-1948-segmented-curve-repro.yml,S1_secret_and_sink,GITHUB_TOKEN,powershell,bash|powershell,data/raw/InternationalColorConsortium__iccDEV__ci-issue-1948-segmented-curve-repro.yml,data/review_snippets/A0070.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N3] src=GITHUB_TOKEN@63 | path=secrets.GITHUB_TOKEN@63 -> container.credentials.password@61-63 -> pull image ghcr.io/internationalcolorconsortium/iccdev@59 | sink=ghcr.io cua chinh to chuc (sink loai tru muc 2.2) | why=secret duy nhat trong file chi dung de pull container image tu ghcr chinh chu; moi checkout deu persist-credentials: false@81,90,251,260,418,427; cac step con chu dong unset GITHUB_TOKEN@99,227,269,437,454; Invoke-WebRequest@442 tai vcpkg deps tu github releases khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0071,kubeflow/mcp-server,osv-scanner-bump.yaml,S1_secret_and_sink,GITHUB_TOKEN|WORKFLOW_BUMP_TOKEN,http_cli,bash|python,data/raw/kubeflow__mcp-server__osv-scanner-bump.yaml,data/review_snippets/A0071.txt,NO_EXFIL,,,,NO_EXFIL,,,,UNCLEAR,"[U2] src=WORKFLOW_BUMP_TOKEN@96, GITHUB_TOKEN@96 | path=secrets.WORKFLOW_BUMP_TOKEN || secrets.GITHUB_TOKEN@96 -> with.token cua third-party action peter-evans/create-pull-request@5f6978faf089d4d20b00c7766989d076bb2fc7f1@89 | sink=khong xac dinh duoc | why=noi dung action peter-evans/create-pull-request khong co trong Dataset A; GH_TOKEN@25 -> gh api repos/google/osv-scanner@29 chi doc public API khong gui secret di dau; curl@58,65 tai file tu github releases khong mang secret; python3 .github/scripts/*.py@40,79 khong co secret trong env cua step do | basis=arbiter:nhi | rev=v1.0"
A0072,curie-eng/curie,chart-index.yaml,S1_secret_and_sink,GITHUB_TOKEN,http_cli,bash|python,data/raw/curie-eng__curie__chart-index.yaml,data/review_snippets/A0072.txt,UNCLEAR,,,(khong ghi ly do),UNCLEAR,,,(khong ghi ly do),NO_EXFIL,"[N4] src=GITHUB_TOKEN@46 (lap lai @69,81,111,156) | path=secrets.GITHUB_TOKEN@156 -> env GH_TOKEN@156 -> base64 -w0@159 -> auth_header -> GIT_CONFIG_VALUE_0 AUTHORIZATION basic@163 va CR_TOKEN@164 -> git push@178 / cr index --push@198 | sink=git push@178 va cr index --push@198 -> https://github.com/${GITHUB_REPOSITORY}.git@177 (chinh repo) | why=GITHUB_TOKEN chi xac thuc voi GitHub cua chinh repo; gh api@49, gh release download@86, gh attestation verify@118 deu --repo $GITHUB_REPOSITORY; python3 release/authorize.py@74 va integrity.py@93 co GH_TOKEN trong env nhung tham so --repo cho thay chi goi GitHub API cua chinh repo; curl@144 tai chart-releaser tu github releases khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0073,IsmaelMartinez/teams-for-linux,flathub-beta-bump.yml,S1_secret_and_sink,FLATHUB_TOKEN|GITHUB_TOKEN,http_cli,bash|python,data/raw/IsmaelMartinez__teams-for-linux__flathub-beta-bump.yml,data/review_snippets/A0073.txt,UNCLEAR,,,(khong ghi ly do),UNCLEAR,,,(khong ghi ly do),NO_EXFIL,"[N4] src=FLATHUB_TOKEN@252, GITHUB_TOKEN@58 | path=secrets.FLATHUB_TOKEN@252 -> env GH_TOKEN@252 -> git push --force origin@296 va gh pr create --repo $PACKAGING_REPO@305-306 | sink=github.com/flathub/com.github.IsmaelMartinez.teams_for_linux@45 (repo dich cua chinh maintainer, sink loai tru muc 2.2) | why=FLATHUB_TOKEN la token GitHub dung de push/mo PR sang repo packaging tren chinh GitHub, xac thuc voi dung chu so huu; GITHUB_TOKEN@58,98 -> gh release list/view/api deu --repo $GITHUB_REPOSITORY; curl@129-130 GET raw.githubusercontent.com khong mang secret; python3 heredoc@156-243 chi doc AMD64_SHA/ARM64_SHA/METAINFO_SHA khong phai secret | basis=arbiter:nhi | rev=v1.0"
A0074,ugurkocde/IntuneBrew,build-app-packages.yml,S1_secret_and_sink,AZURE_STORAGE_CONNECTION_STRING|PAT,http_cli,bash|javascript|python,data/raw/ugurkocde__IntuneBrew__build-app-packages.yml,data/review_snippets/A0074.txt,UNCLEAR,,,(khong ghi ly do),UNCLEAR,,,(khong ghi ly do),NO_EXFIL,"[N4] src=PAT@1255, AZURE_STORAGE_CONNECTION_STRING@218 | path=secrets.PAT@1255 -> noi suy truc tiep vao URL git push https://${{ secrets.PAT }}@github.com/${{ github.repository }}.git@1255 (lap lai @1357) ; secrets.AZURE_STORAGE_CONNECTION_STRING@218 -> env cua step Process apps@217-218 -> az storage blob upload/list/download@356,577,699,1007,1081 | sink=git push -> github.com/${{ github.repository }}@1255 (chinh repo) ; az storage blob upload@1081 -> Azure Storage cua chinh ho (intunebrew.blob.core.windows.net@1098) | why=PAT xac thuc voi GitHub cua chinh repo; connection string xac thuc voi Azure Storage la chu so huu, container pkg cua chinh ho; curl@470,502,635,750,822,843,851,901,926 chi tai artifact tu vendor URL khong mang secret; python .github/scripts/*.py@98,1309 khong co secret trong env cua step do | basis=arbiter:nhi | rev=v1.0"
A0075,hivecommons/hive,docker.yml,S2_secret_only,GITHUB_TOKEN,,bash,data/raw/hivecommons__hive__docker.yml,data/review_snippets/A0075.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0076,Dicklesworthstone/franken_networkx,ci.yml,S3_sink_only,,dns|http_cli,bash|python,data/raw/Dicklesworthstone__franken_networkx__ci.yml,data/review_snippets/A0076.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0077,nextcloud/health,release-appstore.yml,S1_secret_and_sink,APPSTORE_TOKEN|APP_PRIVATE_KEY|APP_PUBLIC_CRT,transfer,bash,data/raw/nextcloud__health__release-appstore.yml,data/review_snippets/A0077.txt,NO_EXFIL,,,,UNCLEAR,,,(khong ghi ly do),UNCLEAR,"[U2] src=APPSTORE_TOKEN@158, APP_PRIVATE_KEY@160 | path=secrets.APPSTORE_TOKEN@158 + secrets.APP_PRIVATE_KEY@160 -> with: cua R0Wi/nextcloud-appstore-push-action@155 | sink=khong xac dinh duoc | why=hai secret truyen vao third-party action, noi dung action khong co trong Dataset A; cac duong khac deu dong: APP_PRIVATE_KEY/APP_PUBLIC_CRT@104-105 -> file@118-119 -> occ integrity:sign-app@120 la ky cuc bo (N2), github.token@144 -> gh release upload@150 la sink loai tru muc 2.2 (N3) | basis=arbiter:nhi | rev=v1.0"
A0078,SonarSource/sonar-rust,build.yml,S1_secret_and_sink,outputs,http_cli,bash,data/raw/SonarSource__sonar-rust__build.yml,data/review_snippets/A0078.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N1] src=- | path=- | sink=- | why=khong co ${{ secrets.* }} nao trong file, khong co secrets: inherit; token lay tu Vault qua SonarSource/vault-action-wrapper@236 roi doc bang fromJSON(steps.secrets.outputs.vault)@243,282,322 - day la step output khong phai GitHub secret; curl@39,274 tai rustup khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0079,castacks/AirStack,docker-build.yml,S2_secret_only,DOCKER_REGISTRY_PASSWORD,,bash|python,data/raw/castacks__AirStack__docker-build.yml,data/review_snippets/A0079.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0080,opencast/opencast,pr-comment-build-url.yml,S2_secret_only,,,bash,data/raw/opencast__opencast__pr-comment-build-url.yml,data/review_snippets/A0080.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0081,flatcar/scripts,update-metadata-glsa.yaml,S1_secret_and_sink,BOT_PR_TOKEN,transfer,bash,data/raw/flatcar__scripts__update-metadata-glsa.yaml,data/review_snippets/A0081.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0082,hw-native-sys/PTOAS,watchdog.yml,S2_secret_only,,,bash|javascript,data/raw/hw-native-sys__PTOAS__watchdog.yml,data/review_snippets/A0082.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0083,free2z/zuu,rs.yml,S2_secret_only,,,bash|javascript,data/raw/free2z__zuu__rs.yml,data/review_snippets/A0083.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0084,ipnet-mesh/meshcore-hub,ci.yml,S2_secret_only,CODECOV_TOKEN,,bash|javascript|python,data/raw/ipnet-mesh__meshcore-hub__ci.yml,data/review_snippets/A0084.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0085,lauslim12/japanese-duolingo-visualizer,run.yml,S2_secret_only,DUOLINGO_JWT|DUOLINGO_PASSWORD|DUOLINGO_USERNAME|GIT_AUTHOR_EMAIL|GIT_AUTHOR_NAME,,bash,data/raw/lauslim12__japanese-duolingo-visualizer__run.yml,data/review_snippets/A0085.txt,UNCLEAR,,,(khong ghi ly do),UNCLEAR,,,(khong ghi ly do),UNCLEAR,"[U1] src=DUOLINGO_USERNAME@42, DUOLINGO_PASSWORD@43, DUOLINGO_JWT@44 | path=secrets@42-44 -> env cua step Execute Python script@41-44 -> uv run main.py@40 | sink=khong xac dinh duoc | why=noi dung main.py khong co trong Dataset A; script ghi ra data/duolingo-progress.json duoc commit@54 va deploy len GitHub Pages@66, nen phai doc main.py moi biet co secret trong output khong; GIT_AUTHOR_NAME/EMAIL@55-56 -> EndBug/add-and-commit chi la metadata commit | basis=arbiter:nhi | rev=v1.0"
A0086,LukePrior/nbn-upgrade-map,publish-db-image.yml,S1_secret_and_sink,DOCKER_PASSWORD|DOCKER_USERNAME,http_cli,bash,data/raw/LukePrior__nbn-upgrade-map__publish-db-image.yml,data/review_snippets/A0086.txt,NO_EXFIL,,,,NO_EXFIL,,,,UNCLEAR,"[U2] src=DOCKER_USERNAME@71, DOCKER_PASSWORD@72 | path=secrets.DOCKER_USERNAME@71 + secrets.DOCKER_PASSWORD@72 -> with.username/password cua third-party action peter-evans/dockerhub-description@v4@69 | sink=khong xac dinh duoc | why=noi dung action peter-evans/dockerhub-description khong co trong Dataset A, pin theo tag khong phai SHA; duong khac dong: cung credential@34-35 -> docker/login-action@32 la sink loai tru muc 2.2 (N4/N3); curl@40,56 khong mang secret | basis=arbiter:nhi | rev=v1.0"
A0087,11notes/docker-netbird,run.yml,S1_secret_and_sink,REPOSITORY_TOKEN,http_cli,bash,data/raw/11notes__docker-netbird__run.yml,data/review_snippets/A0087.txt,UNCLEAR,,,(khong ghi ly do),UNCLEAR,,,(khong ghi ly do),UNCLEAR,"[U2] src=REPOSITORY_TOKEN@62 | path=secrets.REPOSITORY_TOKEN@62 -> with.token cua benc-uk/workflow-dispatch@7a027648b88c2413826b6ddd6c76114894dc5ec4@58 | sink=khong xac dinh duoc | why=noi dung action benc-uk/workflow-dispatch khong co trong Dataset A; curl@36,37,39,45 chi GET api.github.com/hub.docker.com/raw.githubusercontent khong mang secret; WORKFLOW_UPDATE_BASE64JSON@41,49 la du lieu version khong phai secret | basis=arbiter:nhi | rev=v1.0"
A0088,emersonfelipesp/netbox-sdk,publish-metadata.yml,S4_neither,,,python,data/raw/emersonfelipesp__netbox-sdk__publish-metadata.yml,data/review_snippets/A0088.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0089,papi-ux/polaris,nix.yml,S3_sink_only,,http_cli,bash|python,data/raw/papi-ux__polaris__nix.yml,data/review_snippets/A0089.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0090,znxftw/rudim,tournament.yml,S3_sink_only,,http_cli,bash,data/raw/znxftw__rudim__tournament.yml,data/review_snippets/A0090.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0091,andy128k/password-storage,ci_linux.yml,S3_sink_only,,http_cli,bash,data/raw/andy128k__password-storage__ci_linux.yml,data/review_snippets/A0091.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N-AUTO] src=- | path=- | sink=- | why=hai annotator dong thuan NO_EXFIL, khong thuoc dien ra soat | basis=agreement | rev=v1.0"
A0092,cerberauth/vulnapi,scans.yml,S1_secret_and_sink,GITHUB_TOKEN,http_cli,bash,data/raw/cerberauth__vulnapi__scans.yml,data/review_snippets/A0092.txt,NO_EXFIL,,,,NO_EXFIL,,,,NO_EXFIL,"[N3] src=GITHUB_TOKEN@56 (lap lai @215,267,305,358,406,578,641,706) | path=secrets.GITHUB_TOKEN@56 -> with.password cua docker/login-action@52 | sink=docker/login-action -> ghcr.io (sink loai tru muc 2.2, xac thuc voi dung chu so huu) | why=secret duy nhat trong file la GITHUB_TOKEN, moi lan xuat hien deu chi vao docker/login-action; cac token trong lenh vulnapi@234,281,320,373,420,594 la gia tri test hardcode (abcdef1234, valid-token) va JWT sinh tu container, khong phai secret; moi scan deu tro toi localhost | basis=arbiter:nhi | rev=v1.0"
